,Year_Reported,Account_Number,Organization,City,Country,CDP_Region,Reporting_Authority,Access,City_emissions_invent,Accounting_year,Admin_city_boundary,Invent_boundary_to_Admini_city_boundary,Primary_Protocol,Protocol_Comment,Common_Reporting_Format,Gases_Included,Direct_emissions_1,Direct_emissions_2,Indirect_emissions_1,Indirect_emissions_2,Emissions_occurring_outside_1,Emissions_occurring_outside_2,TOTAL_Scope_1,TOTAL_Scope_2,TOTAL_Scope_3,TOTAL_Scope_1_2,TOTAL_Scope_1_2_3,Change_in_emissions,Reason_for_change,Land_area_km,Population,Population_Year,City_Location,Last_update.,Scope1,Scope2,Scope3,Outside_City,long,lat,City.Location
1279,2020,54070,City of Eugene,City of Eugene,United States of America,North America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,This tool is consistent with Greenhouse Gas Protocols Corporate Standard Corporate Value Chain Scope 3 Standard and Public Sector Protocol as well as The Climate Registrys General Reporting Protocol v21 and Local Government Operations Protocol v11 This tool also follows the guidance provided by Greenhouse Gas Protocols Scope 2 Guidance and Scope 3 Calculation Guidance,Yes,CH4 CO2 HFCs N20,0,985191,0,35580,0,233353,0,0,0,0,1254124,Increased,Change in available data,113,171245,2018,123087 440519,20210716T020337903,985191,0,35580,233353,-123.087,44.0519,-123.087 44.0519
1280,2020,31172,Mexico City,Mexico City,Mexico,Latin America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same  covers entire city and nothing else,Other please specify Principalmente se utilizaron las Directrices del IPCC 2006 para los inventarios nacionales de gases de efecto invernadero Adems metodologas especficas y factores de emisin locales,Las actividades de aseguramiento de calidad  control de calidad incluyen revisin de clculos gestin de datos verificacin de procedimientos y clculo de incertidumbre,Unknown,CH4 CO2 HFCs N20,315677.98,22473254.86,0,5850460.22,0,18297697.59,0,0,0,0,46937090.65,Increased,Other please specify Se cont con estudios local,1485,9041395,2018,991332 194326,20210716T020337903,22788932.84,0,5850460.22,18297697.59,-99.1332,19.4326,-99.1332 19.4326
1281,2020,35913,City of Nairobi,City of Nairobi,Kenya,Africa,Unknown,public,Yes,20160101  20161231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,A GPC compliant emissions inventory for the city has been completed with the baseline year of 2016,Yes,CH4 CO2 N20,194596,4034712,0,380290,0,1483978,0,0,0,0,6093576,,,696,4500000,2017,368219 129206,20210716T020337903,4229308,0,380290,1483978,36.8219,-1.29206,36.8219 -1.29206
1282,2020,36501,Comune di Prato,Comune di Prato,Italy,Europe,Unknown,public,Yes,20160101  20161231,City  Municipality,Same  covers entire city and nothing else,Regional or country specific methodology,Unknown,Unknown,CO2,0,0,0,0,0,0,461023.72,402755.79,0,0,863779.51,Decreased,Policy change,97.59,195335,2020,,20210716T020337903,461023.72,402755.79,0,0,,,
1283,2020,848998,Villa de Merlo,Villa de Merlo,Argentina,Latin America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Excel Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseÒada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Yes,CH4 CO2 N20,0,79481.28,0,17238.37,0,16282.41,0,0,0,0,113002.06,This is our first year of calculation,Other please specify,177,24379,2018,,20210716T020337903,79481.28,0,17238.37,16282.41,,,
1285,2020,68290,Wyndham City Council,Wyndham City Council,Australia,Southeast Asia and Oceania,Unknown,public,Yes,20160701  20170630,Local government area within a greater city  metropolitan area,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Global Protocol for Communityscale Greenhouse Gas Emissions Inventories GPC,No,CH4 CO2 N20,0,0,0,0,0,0,1178612.51,2194812.42,231804.98,3402006.54,3605229.91,,,542,255322,2018,,20210716T020337903,1178612.51,2194812.42,231804.98,0,,,
1286,2020,59572,District of Saanich BC,District of Saanich BC,Canada,North America,Unknown,public,Yes,20180101  20181231,Local government area within a greater city  metropolitan area,Larger  covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 HFCs N20 NF3 PFCs SF6,15805.42,304602.49,0,0,0,0,0,0,0,0,320407.91,Decreased,Other please specify Uncertainty in data,103.44,114148,2016,123378 484594,20210716T020337903,320407.91,0,0,0,-123.378,48.4594,123.378 48.4594
1287,2020,849051,Udaipur Municipal Corporation,Udaipur Municipal Corporation,India,South and West Asia,Unknown,public,Yes,20160401  20170331,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,0,554520,0,614965,0,93226,0,0,0,0,1262711,This is our first year of calculation,,64,451100,2011,,20210716T020337903,554520,0,614965,93226,,,
1288,2020,841492,Tawau Municipal Council,Tawau Municipal Council,Malaysia,Southeast Asia and Oceania,Unknown,public,Yes,20170101  20171231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,1196464,1193370,0,367734,0,0,0,0,0,0,2757568,This is our first year of calculation,,6197,499200,2017,,20210716T020337903,2389834,0,367734,0,,,
1291,2020,57509,Prefeitura de Niteri,Prefeitura de Niteri,Brazil,Latin America,Unknown,public,Yes,20150101  20151231,City  Municipality,Larger  covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Foi realizado inventrio de emissúo de gases por meio do Software ClearPath referente ˇs atividades do ano de 2015,No,CH4 CO2 HFCs N20 NF3 PFCs SF6,0,0,0,0,0,0,1134407.8,164574.2,430620,1729602.21,1729602,This is our first year of calculation,Other please specify Primeiro ano de clculo,133757,513584,2019,431184 228928,20210716T020337903,1134407.8,164574.2,430620,0,-43.1184,-22.8928,-66.0112
1293,2020,50384,Prefeitura de Florianpolis,Prefeitura de Florianpolis,Brazil,Latin America,Unknown,public,Yes,20130101  20131231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,No,CO2,0,0,0,0,0,0,1358385,0,0,740635,1358385,This is our first year of calculation,Other please specify Núo h estrutura ou pessoal especfico na atividade,435,495000,2010,485482 27595,20210716T020337903,1358385,0,0,0,-48.5482,-27.595,-76.1432
1294,2020,35898,Greater Manchester,Greater Manchester,United Kingdom of Great Britain and Northern Ireland,Europe,Unknown,public,Yes,20170101  20171231,Metropolitan area,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,669275,9224532,0,3841376.1,101338,2854683.84,0,0,0,0,16691204.94,Decreased,Technological change,1277,2835686,2019,215783 534576,20210716T020337903,9893807,0,3841376.1,2956021.84,-2.15783,53.4576,-2.15783 53.4576
1296,2020,44210,Yeosu Metropolitan Government,Yeosu Metropolitan Government,Republic of Korea,East Asia,Unknown,public,Yes,20170101  20171231,City  Municipality,Same  covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Unknown,Unknown,CH4 CO2 HFCs N20 PFCs SF6,0,38090341,0,0,0,12415537,0,0,0,0,50505878,Increased,Increased energyelectricity consumption,510.6,282786,2019,,20210716T020337903,38090341,0,0,12415537,,,
1299,2020,54265,City of Newcastle,City of Newcastle,Australia,Southeast Asia and Oceania,Unknown,public,Yes,20180701  20190630,Local government area within a greater city  metropolitan area,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,0,1110100,0,1825900,0,0,0,0,0,0,2936000,Increased,Population increase,186.8,165571,2019,,20210716T020337903,1110100,0,1825900,0,,,
1303,2020,54075,City of Lakewood,City of Lakewood,United States of America,North America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,0,827143,0,653793.8,0,0,0,0,0,0,1480936.8,Decreased,Other please specify Cleaner electrical grid energy sources,114.5,156500,2019,105081 397047,20210716T020337903,827143,0,653793.8,0,-105.081,39.7047,-105.081 39.7047
1304,2020,35475,City of Calgary,City of Calgary,Canada,North America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,This is the second year using this protocol The inventory was completed to a BASIC level,No,CH4 CO2 N20,0,0,0,0,0,0,11928498,6901916,154379,18042522,18984793,Increased,Population increase,848,1285711,2019,114071 510486,20210716T020337903,11928498,6901916,154379,0,-114.071,51.0486,-114.071 51.0486
1305,2020,31153,City of Berlin,City of Berlin,Germany,Europe,Unknown,public,Yes,20170101  20171231,Province  County,Same  covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The Statistical Office of Berlin and Brandenburg is collecting an compiling Data for the Berlin Energy and Emission Balance based on guideline of the German Federal Statistical Office which uses the IPCC Guidelines for national reporting,Unknown,CO2,0,9808000,9308000,0,0,0,0,0,0,0,19116000,Decreased,Other please specify Emission reduction actions,891,3644800,2018,13405 5252,20210716T020337903,9808000,9308000,0,0,13.405,52.52,13.405 52.52
1308,2020,848977,Busbanza,Busbanza,Colombia,Latin America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,No,CH4 CO2 N20,0,0,0,0,0,0,14977090,196490,94990,5822290,15268570,This is our first year of calculation,,2549,1156,2019,,20210716T020337903,14977090,196490,94990,0,,,
1309,2020,841964,City of Hallandale Beach FL,City of Hallandale Beach FL,United States of America,North America,Unknown,public,Yes,20160101  20161231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,0,458941,0,1792,0,0,0,0,0,0,460733,This is our first year of calculation,,11.39,37113,2010,801484 259812,20210716T020337903,458941,0,1792,0,-80.1484,25.9812,-80.1484 25.9812
1314,2020,42120,City of Salvador,City of Salvador,Brazil,Latin America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,For the elaboration of the GHG Emissions Inventory of Salvador it was used the method proposed by the GPC Global Protocol for CommunityScale Greenhouse Gas Emission Inventories developed by ICLEI WRI World Resources Institute and C40 Climate Leadership Group in 2014,No,CH4 CO2 N20,0,0,0,0,0,0,2519630,271531,231896,2794878,3023057,Decreased,Financial conditions,693.831,2872347,2019,385023 12973,20210716T020337903,2519630,271531,231896,0,-38.5023,-12.973,-51.4753
1317,2020,848978,Floresta,Floresta,Colombia,Latin America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,No,CH4 CO2 N20,0,0,0,0,0,0,14977.09,196.49,94.99,5822.29,15268.57,This is our first year of calculation,,88.3,3231,2019,,20210716T020337903,14977.09,196.49,94.99,0,,,
1320,2020,73694,Chacabuco,Chacabuco,Argentina,Latin America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Excel Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseÒada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Yes,CH4 CO2 N20,0,471759.42,0,64273.02,0,11730.23,0,0,0,0,547762.67,Decreased,Other please specify,2287,51962,2018,,20210716T020337903,471759.42,0,64273.02,11730.23,,,
1321,2020,13067,City of New Orleans,City of New Orleans,United States of America,North America,Unknown,public,Yes,20170101  20171231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,0,2187750,0,1201674,0,0,0,0,0,0,3389424,Stayed the same,Emissions have not changed,910,390144,2019,900715 299511,20210716T020337903,2187750,0,1201674,0,-90.0715,29.9511,-90.0715 29.9511
1322,2020,74643,Dijon mtropole,Dijon mtropole,France,Europe,Unknown,public,Yes,20160101  20161231,Intercommunality,Same  covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Unknown,Unknown,CH4 CO2 N20,0,945655.06,0,0,0,0,0,0,0,0,945655.06,Decreased,Other please specify Mise en place dactions impactantes de rduction des missions de gaz ˇ effet de serre,240,257933,2019,,20210716T020337903,945655.06,0,0,0,,,
1323,2020,848568,Metropolitan Council Twin Cities,Metropolitan Council Twin Cities,United States of America,North America,Unknown,public,Yes,20180101  20181231,Metropolitan area,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,6096818,28226528,0,11214338,0,0,0,0,0,0,45537684,This is our first year of calculation,,7770,3099000,2019,,20210716T020337903,34323346,0,11214338,0,,,
1324,2020,50568,City of Saskatoon,City of Saskatoon,Canada,North America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Basic level,Yes,CH4 CO2 HFCs N20 NF3 PFCs SF6,6060,2255036,0,1263250,0,345708,0,0,0,0,3870054,Increased,Increased energyelectricity consumption,236.34,275242,2019,10667 521332,20210716T020337903,2261096,0,1263250,345708,-106.67,52.1332,-106.67 52.1332
1326,2020,35873,Municipality of Medelln,Municipality of Medelln,Colombia,Latin America,Unknown,public,Yes,20150101  20151231,City  Municipality,Same  covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 HFCs N20 SF6,0,4731406,0,0,0,0,0,0,0,0,4731406,This is our first year of calculation,,376.4,2533424,2020,755735 622729,20210716T020337903,4731406,0,0,0,-75.5735,6.22729,-75.5735 6.22729
1329,2020,60410,Municipalidad de PeÒaloln,Municipalidad de PeÒaloln,Chile,Latin America,Unknown,public,Yes,20170101  20171231,City  Municipality,Same  covers entire city and nothing else,Other please specify,Metodologa modificada y adaptada La propuesta se basa en una combinacin de estndares destacando GPC IPCC la propuesta estatal basada en Huella Chile programa del MMA e informacin geogrfica y de consumo local,Unknown,CH4 CO2 N20,66770.88,247596.13,0,0,0,0,0,0,0,0,314367.01,This is our first year of calculation,Other please specify No hay comparativa,54.92,241599,2017,705302 33454,20210716T020337903,314367.01,0,0,0,-70.5302,-33.454,-103.9842
